10,-0.34557,-1.2407,0.87278,-1.2029,-1.5708,-1.9164
0.1,-0.34554,-1.2409,0.87296,-1.2029,-1.5708,-1.9163
0.2,-0.34531,-1.242,0.87418,-1.203,-1.5708,-1.9161
0.3,-0.34473,-1.2449,0.87738,-1.2032,-1.5708,-1.9155
0.4,-0.34362,-1.2505,0.88337,-1.2037,-1.5708,-1.9144
0.5,-0.34183,-1.2593,0.8928,-1.2043,-1.5708,-1.9126
0.6,-0.3392,-1.2718,0.90613,-1.2051,-1.5708,-1.91
0.7,-0.33557,-1.2886,0.92356,-1.2057,-1.5708,-1.9064
0.8,-0.33077,-1.3099,0.94507,-1.206,-1.5708,-1.9016
0.9,-0.32458,-1.3358,0.97038,-1.2054,-1.5708,-1.8954
1,-0.31678,-1.3663,0.99899,-1.2035,-1.5708,-1.8876
1.1,-0.30709,-1.4012,1.0302,-1.1998,-1.5708,-1.8779
1.2,-0.29517,-1.4404,1.063,-1.1934,-1.5708,-1.866
1.3,-0.28058,-1.4834,1.0965,-1.1839,-1.5708,-1.8514
1.4,-0.26279,-1.5297,1.1294,-1.1705,-1.5708,-1.8336
1.5,-0.24111,-1.5786,1.1604,-1.1526,-1.5708,-1.8119
1.6,-0.21467,-1.6292,1.1881,-1.1297,-1.5708,-1.7855
1.7,-0.18234,-1.6805,1.2113,-1.1016,-1.5708,-1.7531
1.8,-0.14265,-1.731,1.2285,-1.0683,-1.5708,-1.7134
1.9,-0.093748,-1.7791,1.2386,-1.0302,-1.5708,-1.6645
2,-0.033303,-1.823,1.2404,-0.98824,-1.5708,-1.6041
2.1,0.041425,-1.8605,1.2334,-0.9437,-1.5708,-1.5294
2.2,0.13331,-1.8894,1.2171,-0.89849,-1.5708,-1.4375
2.3,0.24463,-1.9077,1.1917,-0.85477,-1.5708,-1.3262
2.4,0.37571,-1.9137,1.1576,-0.81462,-1.5708,-1.1951
2.5,0.52342,-1.9068,1.1155,-0.77947,-1.5708,-1.0474
2.6,0.68067,-1.8877,1.0664,-0.74952,-1.5708,-0.89012
2.7,0.83801,-1.8583,1.0113,-0.72374,-1.5708,-0.73279
2.8,0.98655,-1.8218,0.95129,-0.70033,-1.5708,-0.58425
2.9,1.1203,-1.7815,0.88809,-0.67743,-1.5708,-0.45054
3,1.2364,-1.7411,0.82407,-0.65379,-1.5708,-0.3344
3.1,1.3347,-1.7043,0.76253,-0.629,-1.5708,-0.23614
3.2,1.416,-1.675,0.70772,-0.60354,-1.5708,-0.15478
3.3,1.4819,-1.6568,0.66457,-0.57857,-1.5708,-0.088922
3.4,1.5355,-1.6521,0.63721,-0.55594,-1.5708,-0.035284
3.5,1.5823,-1.6605,0.62735,-0.53765,-1.5708,0.011517
3.6,1.6276,-1.6804,0.6347,-0.52509,-1.5708,0.056784
3.7,1.6769,-1.7091,0.65741,-0.51916,-1.5708,0.1061
3.8,1.7364,-1.743,0.69294,-0.52078,-1.5708,0.16558
3.9,1.8123,-1.7782,0.73876,-0.53134,-1.5708,0.24149
4,1.9094,-1.8108,0.79265,-0.55268,-1.5708,0.33858
4.1,2.027,-1.8371,0.85225,-0.58594,-1.5708,0.45619
4.2,2.157,-1.8554,0.91457,-0.62994,-1.5708,0.58621
4.3,2.289,-1.865,0.9768,-0.68261,-1.5708,0.71825
4.4,2.4142,-1.8658,1.0365,-0.74154,-1.5708,0.84337
4.5,2.5268,-1.8583,1.0919,-0.80436,-1.5708,0.95602
4.6,2.6248,-1.8434,1.1416,-0.869,-1.5708,1.054
4.7,2.7083,-1.8219,1.1848,-0.93368,-1.5708,1.1375
4.8,2.7786,-1.7948,1.2209,-0.99697,-1.5708,1.2078
4.9,2.8375,-1.7631,1.25,-1.0577,-1.5708,1.2667
5,2.8868,-1.728,1.2722,-1.115,-1.5708,1.316
5.1,2.928,-1.6904,1.2879,-1.1682,-1.5708,1.3572
5.2,2.9626,-1.6515,1.2976,-1.2169,-1.5708,1.3918
5.3,2.9917,-1.6123,1.3022,-1.2607,-1.5708,1.4209
5.4,3.0162,-1.5735,1.3023,-1.2996,-1.5708,1.4454
5.5,3.0369,-1.5359,1.2989,-1.3338,-1.5708,1.4661
5.6,3.0543,-1.5003,1.2928,-1.3634,-1.5708,1.4835
5.7,3.069,-1.467,1.2848,-1.3886,-1.5708,1.4982
5.8,3.0813,-1.4366,1.2757,-1.4099,-1.5708,1.5105
5.9,3.0916,-1.4093,1.2661,-1.4277,-1.5708,1.5208
6,3.1001,-1.3852,1.2566,-1.4422,-1.5708,1.5293
6.1,3.1071,-1.3645,1.2477,-1.454,-1.5708,1.5363
6.2,3.1127,-1.3471,1.2397,-1.4633,-1.5708,1.5419
6.3,3.117,-1.333,1.2328,-1.4706,-1.5708,1.5462
6.4,3.1204,-1.322,1.2272,-1.476,-1.5708,1.5496
6.5,3.1228,-1.3138,1.223,-1.4799,-1.5708,1.552
6.6,3.1245,-1.3081,1.2199,-1.4826,-1.5708,1.5537
6.7,3.1255,-1.3046,1.218,-1.4843,-1.5708,1.5547
6.8,3.1261,-1.3027,1.217,-1.4851,-1.5708,1.5553
6.9,3.1263,-1.302,1.2166,-1.4854,-1.5708,1.5555
7,3.1263,-1.3018,1.2165,-1.4855,-1.5708,1.5555
