0.26825,-1.6465,0.24227,-1.6941,-0.26848,-0.041746
0.29992,-1.6575,0.27941,-1.7117,-0.3003,-0.049472
0.3332,-1.6698,0.32149,-1.7312,-0.3338,-0.058703
0.36619,-1.6825,0.36682,-1.7517,-0.36711,-0.06925
0.39779,-1.6953,0.41428,-1.7727,-0.39917,-0.081002
0.4274,-1.7077,0.46307,-1.7938,-0.42941,-0.093892
0.45475,-1.7195,0.5126,-1.8146,-0.45761,-0.10788
0.47975,-1.7303,0.56242,-1.835,-0.48372,-0.12296
0.50242,-1.74,0.61216,-1.8549,-0.50779,-0.1391
0.52283,-1.7484,0.66151,-1.874,-0.52996,-0.15631
0.54106,-1.7554,0.71021,-1.8924,-0.55036,-0.17459
0.55722,-1.7607,0.75802,-1.9098,-0.56917,-0.19393
0.57138,-1.7644,0.80474,-1.9263,-0.58652,-0.21437
0.58362,-1.7663,0.85019,-1.9416,-0.60255,-0.2359
0.59399,-1.7666,0.89425,-1.9556,-0.6174,-0.25857
0.60251,-1.7653,0.93683,-1.9681,-0.63117,-0.28241
0.60919,-1.7625,0.97791,-1.9791,-0.64395,-0.30749
0.61399,-1.7584,1.0175,-1.9882,-0.65581,-0.33388
0.61685,-1.7534,1.0557,-1.9952,-0.66682,-0.3617
0.6177,-1.7478,1.0927,-1.9999,-0.67701,-0.39108
0.6164,-1.7421,1.1287,-2.0021,-0.6864,-0.4222
0.61278,-1.7369,1.1642,-2.0014,-0.695,-0.45531
0.60662,-1.7327,1.1993,-1.9974,-0.70281,-0.49071
0.59762,-1.7302,1.2347,-1.9897,-0.70981,-0.52878
0.58542,-1.7302,1.2707,-1.9777,-0.71596,-0.57006
0.56954,-1.7335,1.3078,-1.9609,-0.72122,-0.61519
0.54937,-1.7407,1.3462,-1.9382,-0.72558,-0.66505
0.52413,-1.7525,1.3863,-1.9085,-0.72901,-0.72078
0.49279,-1.7697,1.4279,-1.8702,-0.73157,-0.78389
0.45404,-1.7928,1.4707,-1.8211,-0.73341,-0.85634
0.40684,-1.8211,1.5133,-1.7596,-0.73526,-0.93983
0.35065,-1.8531,1.554,-1.6852,-0.73845,-1.0353
0.28503,-1.887,1.5909,-1.5982,-0.74462,-1.1429
0.20984,-1.9205,1.6225,-1.5008,-0.75569,-1.2622
0.12538,-1.9513,1.6483,-1.3972,-0.77359,-1.3908
0.032793,-1.9773,1.6682,-1.2935,-0.79987,-1.5251
-0.065819,-1.9971,1.6832,-1.1972,-0.83516,-1.6596
-0.1673,-2.0096,1.6944,-1.1152,-0.87872,-1.7888
-0.26775,-2.0144,1.7028,-1.0524,-0.92841,-1.9076
-0.36308,-2.0117,1.7087,-1.0108,-0.98118,-2.0123
-0.44972,-2.0019,1.712,-0.98943,-1.0338,-2.1012
-0.52517,-1.9856,1.7121,-0.98546,-1.0838,-2.1741
-0.58812,-1.9639,1.7088,-0.99505,-1.1293,-2.2315
-0.63829,-1.9379,1.7015,-1.0143,-1.1696,-2.2747
-0.67615,-1.909,1.6904,-1.0397,-1.2048,-2.3052
-0.70254,-1.8782,1.6755,-1.0683,-1.2351,-2.3245
-0.71846,-1.8465,1.6572,-1.098,-1.2613,-2.3338
-0.72494,-1.8148,1.6356,-1.1273,-1.284,-2.3341
-0.72292,-1.7834,1.6112,-1.155,-1.3039,-2.3266
-0.71356,-1.7527,1.5842,-1.1804,-1.3218,-2.3122
-0.6986,-1.7226,1.555,-1.203,-1.3384,-2.2928
-0.67955,-1.6931,1.5238,-1.2227,-1.3541,-2.2698
-0.65766,-1.6641,1.4909,-1.2393,-1.3694,-2.2445
-0.63397,-1.6355,1.4566,-1.2529,-1.3845,-2.2178
-0.60931,-1.6073,1.4211,-1.2636,-1.3995,-2.1905
-0.58437,-1.5794,1.3846,-1.2715,-1.4143,-2.1634
-0.55971,-1.5519,1.3474,-1.2768,-1.4289,-2.1369
-0.53574,-1.5248,1.3099,-1.2797,-1.4433,-2.1114
-0.51281,-1.4983,1.2722,-1.2805,-1.4573,-2.0873
-0.49114,-1.4724,1.2347,-1.2794,-1.4709,-2.0646
-0.4709,-1.4474,1.1978,-1.2768,-1.4839,-2.0436
-0.45219,-1.4233,1.1617,-1.2729,-1.4963,-2.0243
-0.43506,-1.4003,1.1267,-1.2679,-1.5079,-2.0068
-0.4195,-1.3786,1.0933,-1.2623,-1.5187,-1.9909
-0.40551,-1.3581,1.0615,-1.2561,-1.5288,-1.9767
-0.39304,-1.3391,1.0317,-1.2498,-1.5379,-1.9641
-0.38202,-1.3217,1.0041,-1.2433,-1.5462,-1.9529
-0.37237,-1.3058,0.97879,-1.2371,-1.5537,-1.9432
-0.36402,-1.2916,0.95596,-1.2311,-1.5602,-1.9348
-0.35686,-1.279,0.93568,-1.2256,-1.5659,-1.9277
-0.35082,-1.2681,0.91796,-1.2206,-1.5708,-1.9216
